"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color","route_desc"
"de:nvv:186:",179,"186","",3,"8A1478","FFFFFF",""
"de:nvv:182:",179,"182","",3,"8A1478","FFFFFF",""
"de:nvv:181:",179,"181","",3,"8A1478","FFFFFF",""
"de:nvv:180:",179,"180","",3,"8A1478","FFFFFF",""
"de:nvv:143:",179,"143","",3,"8A1478","FFFFFF",""
"de:nvv:130:",179,"130","",3,"8A1478","FFFFFF",""
"de:nvv:122:",179,"122","",3,"8A1478","FFFFFF",""
"de:nvv:121:",179,"121","",3,"8A1478","FFFFFF",""
"de:nvv:120:",179,"120","",3,"8A1478","FFFFFF",""
"de:nvv:117:",179,"117","",3,"8A1478","FFFFFF",""
"de:nvv:114:",179,"114","",3,"8A1478","FFFFFF",""
"de:nvv:113:",179,"113","",3,"8A1478","FFFFFF",""
"de:nvv:112:",179,"112","",3,"8A1478","FFFFFF",""
"de:nvv:110:",179,"110","Bus 110",3,"8A1478","FFFFFF","Kassel <> Habichtswald <> Wolfhagen"
"de:nvv:N37:",179,"N37","",3,"004F9F","FFFFFF","Kassel Königsplatz/Mauerstraße <> Platz der Deutschen Einheit <> Forstfeld <> Lohfelden <> Söhrewald"
"de:nvv:38:",179,"38","Bus 38",3,"8A1478","FFFFFF","Kassel Hauptbahnhof <> Königsplatz/Mauerstraße <> Forstfeld <> Lohfelden <> Söhrewald"
"de:nvv:37:",179,"37","Bus 37",3,"8A1478","FFFFFF","Kassel Hauptbahnhof <> Königsplatz/Mauerstraße <> Forstfeld <> Lohfelden <> Söhrewald"
"de:nvv:36:",179,"36","Bus 36",3,"8A1478","FFFFFF","Lohfelden <> Söhrewald / Lohfelden <> Bergshausen"
"de:nvv:35:",179,"35","Bus 35",3,"8A1478","FFFFFF","Fuldabrück-Bergshausen <> Lohfelden <> Kassel Lindenberg"
"de:nvv:446:",179,"446","",3,"8A1478","FFFFFF",""
"de:nvv:445:",179,"445","",3,"8A1478","FFFFFF",""
"de:nvv:444:",179,"444","",3,"8A1478","FFFFFF",""
"de:nvv:443:",179,"443","",3,"8A1478","FFFFFF",""
"de:nvv:436:",179,"436","",3,"8A1478","FFFFFF",""
"de:nvv:N53:",179,"N53","",3,"004F9F","FFFFFF","Kassel Königsplatz/Mauerstraße <> Bahnhof Wilhelmshöhe <> Baunatal <> Schauenburg <> Bad Emstal <> Naumburg"
"de:nvv:53:",179,"53","Bus 53",3,"8A1478","FFFFFF","Kassel Bahnhof Wilhelmshöhe <> Altenritte <> Elgershausen <> Hoof <> Breitenbach <> Martinhagen"
"de:nvv:159:",179,"159","",3,"8A1478","FFFFFF",""
"de:nvv:157:",179,"157","",3,"8A1478","FFFFFF",""
"de:nvv:156:",179,"156","",3,"8A1478","FFFFFF",""
"de:nvv:155:",179,"155","",3,"8A1478","FFFFFF",""
"de:nvv:153:",179,"153","",3,"8A1478","FFFFFF",""
"de:nvv:151:",179,"151","",3,"8A1478","FFFFFF",""
"de:nvv:225:",179,"225","",3,"8A1478","FFFFFF",""
"de:nvv:222:",179,"222","",3,"8A1478","FFFFFF",""
"de:nvv:N32:",179,"N32","",3,"004F9F","FFFFFF","Kassel Königsplatz/Mauerstraße <Niestetal-Sandershausen <> Niestetal-Heiligenrode"
"de:nvv:34:",179,"34","",3,"8A1478","FFFFFF","(Speele <> Lutterberg <> Escherode <>) Nieste <> Kaufungen"
"de:nvv:33:",179,"33","Bus 33",3,"8A1478","FFFFFF","OrtsBus Staufenberg: Kassel Salzmannshausen <> Staufenberg-Spiekershausen <> Landwehrhagen <> Escherode <> Uschlag"
"de:nvv:32:",179,"32","",3,"8A1478","FFFFFF","Kassel Hauptbahnhof <> Niestetal-Heiligenrode"
"de:nvv:31:",179,"31","Bus 31",3,"8A1478","FFFFFF","OrtsBus Niestetal: (Kassel <>) Sandershausen <> Heiligenrode"
"de:nvv:30:",179,"30","",3,"8A1478","FFFFFF","Kassel Hauptbahnhof <> Niestetal-Heiligenrode <> Staufenberg-Landwehrhagen <> Hann. Münden"
"de:nvv:596:",179,"596","",3,"8A1478","FFFFFF",""
"de:nvv:521:",179,"521","",3,"8A1478","FFFFFF",""
"de:nvv:504:",179,"504","",3,"8A1478","FFFFFF",""
"de:nvv:503:",179,"503","",3,"8A1478","FFFFFF",""
"de:nvv:502:",179,"502","",3,"8A1478","FFFFFF",""
"de:nvv:501:",179,"501","",3,"8A1478","FFFFFF",""
"de:nvv:216:",179,"216","",3,"8A1478","FFFFFF",""
"de:nvv:54:",179,"54","Bus 54",3,"8A1478","FFFFFF","Baunatal <> Niedenstein <> Gudensberg"
"de:nvv:56:",179,"56","Bus 56",3,"8A1478","FFFFFF","Fuldabrück-Dörnhagen <> Guxhagen <> Edermünde (<> VW-Werk)"
"de:nvv:540:",179,"540","",3,"8A1478","FFFFFF",""
"de:nvv:530:",179,"530","",3,"8A1478","FFFFFF",""
"de:nvv:520:",179,"520","",3,"8A1478","FFFFFF",""
"de:nvv:500:",179,"500","Bus 500",3,"8A1478","FFFFFF","Kassel <> Gudensberg <> Fritzlar <> Edertal <> Bad Wildungen"
"de:nvv:50:",179,"50","Bus 50",3,"8A1478","FFFFFF","Kassel-Mattenberg <> Baunatal-Rengershausen <> Kirchbauna <> Hertingshausen"
"de:nvv:67:",179,"67","StadtBus 66",3,"8A1478","FFFFFF","StadtBus Baunatal: Brüder-Grimm-Schule und Gesamtschulen"
"de:nvv:66:",179,"66","StadtBus 66",3,"8A1478","FFFFFF","StadtBus Baunatal: Friedrich-Ebert-Schule und Langenbergschule"
"de:nvv:64:",179,"64","StadtBus 64",3,"8A1478","FFFFFF","StadtBus Baunatal: Hertingshausen <> Guntershausen <> Kirchbauna <> Stadtmitte"
"de:nvv:63:",179,"63","StadtBus 63",3,"8A1478","FFFFFF","StadtBus Baunatal: Stadtmitte <> Rengershausen <> Kirchbauna <> Stadtmitte"
"de:nvv:61:",179,"61","StadtBus 61",3,"8A1478","FFFFFF","StadtBus Baunatal: Großenritte <> Stadtmitte <> Hertingshausen"
"de:nvv:60:",179,"60","StadtBus 60",3,"8A1478","FFFFFF","StadtBus Baunatal: Stadtmitte <> Baunsberg"
"de:nvv:400:",179,"400","",3,"8A1478","FFFFFF",""
"de:nvv:528:",179,"528","",3,"8A1478","FFFFFF",""
"de:nvv:525:",179,"525","",3,"8A1478","FFFFFF",""
"de:nvv:483:",179,"483","",3,"8A1478","FFFFFF",""
"de:nvv:404:",179,"404","",3,"8A1478","FFFFFF",""
"de:nvv:544:",179,"544","",3,"8A1478","FFFFFF",""
"de:nvv:320:",179,"320","",3,"8A1478","FFFFFF",""
"de:nvv:543:",179,"543","",3,"8A1478","FFFFFF",""
"de:nvv:345:",179,"345","",3,"8A1478","FFFFFF",""
"de:nvv:341:",179,"341","",3,"8A1478","FFFFFF",""
"de:nvv:340:",179,"340","",3,"8A1478","FFFFFF",""
"de:nvv:335:",179,"335","",3,"8A1478","FFFFFF",""
"de:nvv:331:",179,"331","",3,"8A1478","FFFFFF",""
"de:nvv:330:",179,"330","",3,"8A1478","FFFFFF",""
"de:nvv:218:",179,"218","",3,"8A1478","FFFFFF",""
"de:nvv:217:",179,"217","",3,"8A1478","FFFFFF",""
"de:nvv:214:",179,"214","",3,"8A1478","FFFFFF",""
"de:nvv:220:",179,"220","",3,"8A1478","FFFFFF",""
"de:nvv:391:",179,"391","",3,"8A1478","FFFFFF",""
"de:nvv:385:",179,"385","",3,"8A1478","FFFFFF",""
"de:nvv:384:",179,"384","",3,"8A1478","FFFFFF",""
"de:nvv:383:",179,"383","",3,"8A1478","FFFFFF",""
"de:nvv:382:",179,"382","",3,"8A1478","FFFFFF",""
"de:nvv:381:",179,"381","",3,"8A1478","FFFFFF",""
"de:nvv:380:",179,"380","",3,"8A1478","FFFFFF",""
"de:nvv:370:",179,"370","",3,"8A1478","FFFFFF",""
"de:nvv:365:",179,"365","",3,"8A1478","FFFFFF",""
"de:nvv:360:",179,"360","",3,"8A1478","FFFFFF",""
"de:nvv:250:",179,"250","",3,"8A1478","FFFFFF",""
"de:nvv:241:",179,"241","",3,"8A1478","FFFFFF",""
"de:nvv:240:",179,"240","",3,"8A1478","FFFFFF",""
"de:nvv:479:",179,"479","",3,"8A1478","FFFFFF",""
"de:nvv:478:",179,"478","",3,"8A1478","FFFFFF",""
"de:nvv:477:",179,"477","",3,"8A1478","FFFFFF",""
"de:nvv:476:",179,"476","",3,"8A1478","FFFFFF",""
"de:nvv:475:",179,"475","",3,"8A1478","FFFFFF",""
"de:nvv:474:",179,"474","",3,"8A1478","FFFFFF",""
"de:nvv:473:",179,"473","",3,"8A1478","FFFFFF",""
"de:nvv:472:",179,"472","",3,"8A1478","FFFFFF",""
"de:nvv:470:",179,"470","",3,"8A1478","FFFFFF",""
"de:nvv:550:",179,"550","Bus 550",3,"8A1478","FFFFFF","Medebach <> Korbach"
"de:nvv:510:",179,"510","Bus 510",3,"8A1478","FFFFFF","Korbach <> Waldeck <> Edersee <> Edertal <> Bad Wildungen"
"de:nvv:432:",179,"432","",3,"8A1478","FFFFFF",""
"de:nvv:402:",179,"402","",3,"8A1478","FFFFFF",""
"de:nvv:401:",179,"401","",3,"8A1478","FFFFFF",""
"de:nvv:47:",179,"47","Bus 47",3,"8A1478","FFFFFF","Vellmar Nord <> Espenau <> Calden <> Liebenau"
"de:nvv:46:",179,"46","Bus 46",3,"8A1478","FFFFFF","Udenhausen <> Grebenstein <> Calden <> Calden-Flughafen Kassel <> Meimbressen <> Ehrsten <> Fürstenwald"
"de:nvv:185:",179,"185","",3,"8A1478","FFFFFF",""
"de:nvv:173:",179,"173","",3,"8A1478","FFFFFF",""
"de:nvv:172:",179,"172","",3,"8A1478","FFFFFF",""
"de:nvv:171:",179,"171","",3,"8A1478","FFFFFF",""
"de:nvv:141:",179,"141","",3,"8A1478","FFFFFF",""
"de:nvv:140:",179,"140","",3,"8A1478","FFFFFF",""
"de:nvv:133:",179,"133","",3,"8A1478","FFFFFF",""
"de:nvv:132:",179,"132","",3,"8A1478","FFFFFF",""
"de:nvv:131:",179,"131","",3,"8A1478","FFFFFF",""
"de:nvv:100:",179,"100","Bus 100",3,"8A1478","FFFFFF","Kassel Bahnhof Wilhelmshöhe <> Schäferberg <> Calden-Flughafen Kassel"
"de:nvv:55:",179,"55","Bus 55",3,"8A1478","FFFFFF","Fuldabrück-Dörnhagen <> Guxhagen <> Edermünde (<> VW-Werk)"
"de:nvv:51:",179,"51","Bus 51",3,"8A1478","FFFFFF","Kassel Bahnhof Wilhelmshöhe <> Druseltal <> Baunatal Stadtmitte"
"de:nvv:52:",179,"52","Bus 52",3,"8A1478","FFFFFF","Martinhagen <> Hoof <> Brasselsberg <> Kassel Bahnhof Wilhelmshöhe <> Hauptbahnhof <> Königsplatz <> Salzmannshausen <> Sandershausen"
"de:nvv:154:",179,"154","",3,"8A1478","FFFFFF",""
"de:nvv:152:",179,"152","",3,"8A1478","FFFFFF",""
"de:nvv:142:",179,"142","",3,"8A1478","FFFFFF",""
"de:nvv:RE97:",264,"RE97","",2,"0B958C","FFFFFF",""
"de:nvv:RE39:",264,"RE39","",2,"0B958C","FFFFFF",""
"de:nvv:RB97:",264,"RB97","",2,"0B958C","FFFFFF",""
"de:nvv:RB4:",264,"RB4","",2,"0B958C","FFFFFF",""
"de:nvv:RB39:",264,"RB39","",2,"0B958C","FFFFFF",""
"de:nvv:RB38:",264,"RB38","",2,"0B958C","FFFFFF",""
"de:nvv:24:",2,"24","",3,"8A1478","FFFFFF",""
"de:nvv:5:SEV",2,"EV5","",3,"8A1478","FFFFFF",""
"de:nvv:90:",2,"90","",3,"000000","FFE500","Dennhäuser Straße <> Langes Feld"
"de:nvv:RT1:SEV",2,"EVRT1","",3,"8A1478","FFFFFF",""
"de:nvv:4:SEV",2,"EV4","",3,"8A1478","FFFFFF",""
"de:nvv:1:SEV",2,"EV1","",3,"8A1478","FFFFFF",""
"de:nvv:808:",2,"8","Bus 8",3,"8A1478","FFFFFF",""
"de:nvv:RT5:SEV",2,"EVRT5","",3,"8A1478","FFFFFF",""
"de:nvv:95:",2,"95","",3,"000000","FFE500","Windhukstraße <> ( Kasseler Straße <> ) Forstbachweg <> SWA Lindenberg <> Lindenberg"
"de:nvv:94:",2,"94","",3,"000000","FFE500","Rasenallee <> Blindenheim <> Freibad Harleshausen <> Ahnatalstraße"
"de:nvv:92:",2,"92","",3,"000000","FFE500","Wintertalstraße <> Keilsbergstraße <> Oberzwehren ( <> Im Füllchen)"
"de:nvv:91:",2,"91","",3,"000000","FFF000","Oberzwehren ( <> Im Füllchen <> Mattenberg ) <> Hügelweg"
"de:nvv:13:",2,"13","",3,"8A1478","FFFFFF",""
"de:nvv:11:",2,"11","",3,"8A1478","FFFFFF",""
"de:nvv:2:",2,"2","Tram 2",0,"E3000B","FFFFFF","Baunatal <> Mattenberg <> Brückenhof"
"de:nvv:RT4:SEV",2,"EVRT4","",3,"8A1478","FFFFFF",""
"de:nvv:RT1:",2,"RT1","",0,"E3000B","FFFFFF",""
"de:nvv:EB2:",2,"E","",3,"8A1478","FFFFFF",""
"de:nvv:17E:",2,"17E","",3,"8A1478","FFFFFF",""
"de:nvv:17:",2,"17","",3,"8A1478","FFFFFF",""
"de:nvv:22:",2,"22","",3,"8A1478","FFFFFF",""
"de:nvv:RT5:",2,"RT5","",0,"E3000B","FFFFFF",""
"de:nvv:RT4:",2,"RT4","",0,"E3000B","FFFFFF",""
"de:nvv:28:",2,"28","",3,"8A1478","FFFFFF",""
"de:nvv:21:",2,"21","",3,"8A1478","FFFFFF",""
"de:nvv:29:",2,"29","",3,"8A1478","FFFFFF",""
"de:nvv:27:",2,"27","",3,"8A1478","FFFFFF",""
"de:nvv:26:",2,"26","",3,"8A1478","FFFFFF",""
"de:nvv:25:",2,"25","",3,"8A1478","FFFFFF",""
"de:nvv:10:",2,"10","",3,"8A1478","FFFFFF",""
"de:nvv:16:",2,"16","",3,"8A1478","FFFFFF",""
"de:nvv:14:",2,"14","",3,"8A1478","FFFFFF",""
"de:nvv:12:",2,"12","",3,"8A1478","FFFFFF",""
"de:nvv:ES:",2,"E","",0,"E3000B","FFFFFF",""
"de:nvv:8:",2,"8","Tram 8",0,"E3000B","FFFFFF","Hessenschanze <> Kirchditmold <> Bebelplatz <> Königsplatz <> Am Stern <> Sandershäuser Straße <> Leipziger Platz <> Lindenberg <> Kaufungen Papierfabrik"
"de:nvv:7:",2,"7","Tram 7",0,"E3000B","FFFFFF","Mattenberg <> Bahnhof Wilhelmshöhe <> Goethestraße <> Scheidemannplatz <> Am Stern <> Weserspitze <> Wolfsgraben <> Wolfsanger"
"de:nvv:6:",2,"6","Tram 6",0,"E3000B","FFFFFF","Brückenhof <> Oberzwehren Mitte <> Auestadion <> Königsplatz <> Am Stern <> Weserspitze <>Ihringshäuser Straße"
"de:nvv:5:",2,"5","Tram 5",0,"E3000B","FFFFFF","Baunatal <> Mattenberg <> Oberzwehren Mitte <> Auestadion <> Rathaus <> Königsplatz <> Am Stern <> Holländische Straße"
"de:nvv:4:",2,"4","Tram 4",0,"E3000B","FFFFFF","Druseltal <> Bahnhof Wilhelmshöhe <> Bebelplatz <> Königsplatz <> Am Stern <> Sandershäuser Straße <> Leipziger Platz <> Kaufungen <> Helsa <> Hessisch Lichtenau"
"de:nvv:3:",2,"3","Tram 3",0,"E3000B","FFFFFF","Mattenberg <> Brückenhof <> Bahnhof Wilhelmshöhe <> Weigelstraße <> Rathaus <> Königsplatz <> Am Stern <> Weserspitze <> Klinikum Kassel <> Ihringshäuser Straße"
"de:nvv:1:",2,"1","Tram 1",0,"E3000B","FFFFFF","Wilhelmshöhe (Park) <> Betriebshof Wilhelmshöhe <> Bahnhof Wilhelmshöhe <> Kirchweg <> Weigelstraße <> Königsplatz <> Holländische Straße <> Vellmar"
"de:nvv:0:",2,"0","Tram 0",0,"E3000B","FFFFFF",""
